시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3
충청북도,청주시 상당구,한식_육류,삼촌네고기로와,043-223-9393,충청북도청주시 상당구중앙로 26(북문로2가),생삼겹살(200g),12000,김치찌개,8000,생목살,12000
충청북도,청주시 상당구,중식,상하이 객잔,043-283-5588,충청북도청주시 상당구월평로184번길 148(용암동),짜장면,5000,짬뽕,7000,탕수육(中),20000
충청북도,청주시 상당구,한식_면류,송원칼국수,043-256-5292,충청북도청주시 상당구우암산로 5(수동),조개칼국수,6000,버섯칼국수,7000,일반칼국수,5000
충청북도,청주시 상당구,한식_일반,황제왕갈비왕냉면,043-284-8292,충청북도청주시 상당구용암북로 130(용암동),물냉면,8000,양념갈비(250g),15000,양념목살(250g),15000
충청북도,청주시 상당구,한식_일반,보글보글식당,043-250-0012,충청북도청주시 상당구영운로11번길 23(영운동),가정식백반,6000,갈비탕,8000,육개장(해장국),8000
충청북도,청주시 상당구,한식_일반,봄날의보리밥,043-223-6080,충청북도청주시 상당구상당로144번길 22(수동),보리밥세트,5500,제육볶음,7000,김치찌개,7000
충청북도,청주시 상당구,한식_일반,곰집,043-256-6949,충청북도청주시 상당구상당로131번길 8-2(북문로2가),보리밥정식,8000,김치찌개,9000,오삼두루치기,12000
충청북도,청주시 상당구,한식_면류,한복남칼국수,_,충청북도청주시 상당구산성로 16,칼국수,3500,짜장면,3500,만두칼국수,4500
충청북도,청주시 상당구,한식_면류,밀숲,043-253-6000,충청북도청주시 상당구사직대로362번길 75,사골칼국수,4500,육개장칼국수,6000,고기만두,3500
충청북도,청주시 상당구,한식_일반,개미돈까스,043-223-7456,충청북도청주시 상당구사직대로361번길 54-11(북문로2가),돈가스,8000,김치볶음밥,7000,셋트메뉴,8000
충청북도,청주시 상당구,한식_일반,앵천식당,043-252-9911,충청북도청주시 상당구사북로 157(북문로3가),백반,7000,동태찌개,8000,비빔밥,7000
충청북도,청주시 상당구,한식_면류,후생식당,043-297-7467,충청북도청주시 상당구문의면 문의시내로 56,칼국수,6000,보리밥,6000,청국장,6000
충청북도,청주시 상당구,한식_육류,한식더고기,043-223-8259,충청북도청주시 상당구무심동로 372번길 21-14,삼겹살(200g),13000,목살(200g),13000,짜글이,8000
충청북도,청주시 상당구,한식_육류,순신토불이,043-293-2423,충청북도청주시 상당구무농정로 96,삼겹살(250g),13000,목살(250g),13000,등심(200g),25000
충청북도,청주시 상당구,중식,청해루,043-221-6101,충청북도청주시 상당구대성로 38,짜장면,6000,짬뽕,8000,미니탕수육,9000
충청북도,청주시 상당구,한식_일반,점심시간한식뷔페,043-223-7221,충청북도청주시 상당구대성로164,한식뷔페,4500,"생선까스(금,토)",5000,_,0
충청북도,청주시 상당구,한식_육류,삼흥집,043-297-5162,충청북도청주시 상당구남일면 단재로 748,삼겹살(250g),15000,목살(250g),15000,황지(250g),15000
충청북도,청주시 상당구,한식_육류,한우일번지,043-292-1238,충청북도청주시 상당구남일면 고은두산로 29,한우등심(500g),75000,특수모듬(500g),75000,_,0
충청북도,청주시 상당구,한식_육류,충주돌구이,043-253-0531,충청북도청주시 상당구남사로89번길 37,삼겹살(200g),11000,목살(200g),11000,항정살(200g),15000
충청북도,청주시 상당구,한식_육류,야간비행,043-257-8222,충청북도청주시 상당구남사로 89번길 63,삼겹살(200g),13000,꽃목살 (200g),13000,뽈대기살(200g),13000
충청북도,청주시 상당구,한식_육류,대박삼겹살,043-224-3992,충청북도청주시 상당구남사로 89번길 56,삼겹살(200g),12000,목살(200g),12000,항정살(200g),15000
충청북도,청주시 흥덕구,한식_일반,진천장터순대,043-272-5388,충청북도청주시 흥덕구봉명로 231-1(봉명동),순대국밥,7000,머리국밥,7000,선지국밥,7000
충청북도,청주시 흥덕구,한식_일반,오성당,043-256-7197,충청북도청주시 흥덕구풍산로 55(가경동),쫄면,5000,만두,3500,꽈배기,1500
충청북도,청주시 흥덕구,한식_일반,명동식당,043-268-8320,충청북도청주시 흥덕구천석로 56(봉명동),청국장,6000,김치찌개,6000,동태찌개,7000
충청북도,청주시 흥덕구,한식_육류,남매식당,043-264-2234,충청북도청주시 흥덕구운천로3번길 8(운천동),삼겹살(200g),13000,짜글이찌개,9000,울대찌개,9000
충청북도,청주시 흥덕구,한식_일반,내고향맛집,043-276-4414,충청북도청주시 흥덕구운천로3번길 2(운천동),청국장,7000,비지장,7000,김치찌개,7000
충청북도,청주시 흥덕구,한식_일반,대운분식,043-260-0667,충청북도청주시 흥덕구옥산면 청주역로 652,콩나물밥,6000,김치찌개(2~3인분),18000,_,0
충청북도,청주시 흥덕구,한식_육류,사랑방,043-232-0799,충청북도청주시 흥덕구서경로16번길 3(가경동),삼겹살(180g),8000,소갈비살(150g),11000,돼지갈비(280g),10000
충청북도,청주시 흥덕구,기타양식,수잔 도넛&커피,043-233-5025,충청북도청주시 흥덕구강내면 대성탑연로 441,도넛(1개),1000,꽈배기,700,시나몬꽈배기,700
충청북도,청주시 흥덕구,한식_일반,온정(청주흥덕시니어클럽),043-238-0229,충청북도청주시 흥덕구가로수로1337번길 19(복대동),백반,6000,도시락,6000,월식,6000
충청북도,청주시 청원구,중식,357짜장 짬뽕,043-225-3357,"충청북도청주시 청원구내덕로 19, 1층(내덕동)",짜장면,5000,짬뽕,7000,탕수육(소),12000
충청북도,청주시 청원구,한식_일반,나성불고기,043-253-3511,충청북도청주시 청원구향군로 51(우암동),된장찌개,5000,쌈밥정식,10000,삼겹살(200g),12000
충청북도,청주시 청원구,한식_일반,북일곰탕,043-221-4594,충청북도청주시 청원구향군로41번길 11-7(우암동),한우곰탕,8000,한우우거지탕,7000,육회비빔밥,9000
충청북도,청주시 청원구,한식_일반,덤블식당,043-257-2237,충청북도청주시 청원구향군로31번길 32(우암동),된장찌개,7000,짜글이,9000,제육볶음,8000
충청북도,청주시 청원구,한식_일반,금와가든,043-211-8660,충청북도청주시 청원구팔결로 66(주중동),한식뷔페,6000,제육볶음,10000,짜글이,9000
충청북도,청주시 청원구,한식_일반,소문난올갱이해장국,043-215-7008,충청북도청주시 청원구충청대로 27(내덕동),올갱이국,9000,동태찌개,9000,엄나무삼계탕,13000
충청북도,청주시 청원구,한식_육류,술이술술생고기육회신,043-221-2708,충청북도청주시 청원구중앙로175-2(내덕동),생삼겹살(200g),13000,생목살(200g),13000,생갈매기살(200g),15000
충청북도,청주시 청원구,한식_육류,콩가루생삼겹살,043-250-1030,충청북도청주시 청원구중앙로 172(내덕동),삼겹살(200g),12000,목살(200g),13000,항정살(200g),14000
충청북도,청주시 청원구,한식_육류,돼풍이국내산생고기,_,충청북도청주시 청원구율봉로94번길 27(율량동),삼겹살(150g),8000,가브리살(150g),10000,항지살(150g),10000
충청북도,청주시 청원구,한식_일반,수레로돈가스&메밀,043-215-7086,충청북도청주시 청원구오창읍 오창공원로 73-9,수제돈가스,9000,냉모밀,8000,쫄면,7000
충청북도,청주시 청원구,한식_육류,감촌삼겹살,043-211-2472,충청북도청주시 청원구안덕벌로39번길 43-1(내덕동),생삼겹살(180g),10000,생목살(180g),10000,항지살(180g),10000
충청북도,청주시 청원구,중식,왕건,043-223-7241,충청북도청주시 청원구내덕로8번길 21(우암동),자장면,4000,짬뽕,5000,탕수육(소),12000
충청북도,청주시 청원구,중식,짜장나라,043-212-2999,충청북도청주시 청원구내덕동 150-1,짜장면,5000,짬뽕,7500,탕수육(소),15000
충청북도,청주시 서원구,한식_일반,힘찬낙지,043-267-1006,충청북도청주시 서원구예체로 67번길 62(사창동),낙지볶음,9000,통낙지순두부탕,10000,차돌낙곱새(중),30000
충청북도,청주시 상당구,한식_면류,나누리장터,_,충청북도청주시 상당구쇠내로 69-1,장터칼국수,3000,바지락칼국수,4000,비빔국수,4000
경기도,안산시 상록구,한식_일반,양푼애등갈비,031-501-8881,경기도안산시 상록구송호3길 8(이동),양푼애등갈비,15000,곤드레나물밥,6000,_,0
경상남도,고성군,한식_한정식,명진밥상,055-674-6719,경상남도고성군고성읍 송학고분로 20-10,정식,7000,_,0,_,0
경상남도,고성군,한식_한정식,오시오식당,055-672-0902,경상남도고성군고성읍 남해안대로 2463-15,낙지볶음,7000,청국장,7000,불고기백반,7000
경상남도,고성군,한식_일반,고성공룡시장휴게소,055-672-2846,경상남도고성군고성읍 성내로 140-9,돈가스,7000,_,0,_,0
경상남도,고성군,한식_한정식,보현네대박집,055-673-8588,경상남도고성군거류면 당동해안길 48-24,한정식,8000,_,0,_,0
경상남도,고성군,한식_면류,얼큰이손칼국수,055-672-4966,경상남도고성군고성읍 남포로 139-6,샤브샤브칼국수,10000,_,0,_,0
경상남도,고성군,한식_한정식,밥집,0507-1349-8590,경상남도고성군거류면 거류로 676,정식,8000,뼈다귀해장국,8000,_,0
경상남도,고성군,한식_육류,장승골황토가,055-673-1446,경상남도고성군마암면 옥천로 128-1,갈비탕,8000,_,0,_,0
경상남도,거제시,중식,하오츠,055-687-0282,"경상남도거제시거제시 옥포성안로 32, 1층(옥포동)",탕수육,16000,오코노미야끼,11000,일품가지,11000
경상남도,거제시,한식_일반,용쓰네갈비,055-688-6111,경상남도거제시거제시 연초면 거제북로 27-1,갈비탕,12000,점심특선,13000,_,0
경상남도,창원시 의창구,한식_면류,시장분식,055-295-1408,경상남도창원시 의창구소계로 87(소계동),칼국수,5000,국수,4500,수제비,5000
강원도,원주시,기타양식,청은찻집,_,강원도원주시중앙로 147,커피,2000,국산차,2000,_,0
강원도,원주시,중식,와와반점,033-743-6191,강원도원주시현충로 58번길 42,짜장면,5000,짬뽕,6000,우동,6000
강원도,원주시,한식_육류,오른발닭갈비,033-743-2254,강원도원주시백간공원길 11-2(단계동),닭갈비,8500,_,0,_,0
강원도,원주시,한식_일반,성원순대,033-766-7080,강원도원주시흥업면 남원로 67,순대국밥,7000,_,0,_,0
강원도,원주시,한식_면류,산골손두부해물칼국수,033-746-5066,강원도원주시우산동 237-1,해물칼국수,6000,김치찌개,6000,산채비빔밥,6000
강원도,원주시,한식_일반,곰식당,033-763-2271,"강원도원주시서원대로 410, 109호",가정식백반,6000,_,0,_,0
전라남도,진도군,한식_육류,한우촌,061-544-7724,전라남도진도군진도읍 남문길 42-2,듬북갈비탕,13000,한우꽃등심,35000,_,0
강원도,영월군,한식_면류,꼬망국수,033-373-0577,강원도영월군영월읍 요리골목길 21,열무국수,6000,비빔국수,7000,_,0
강원도,영월군,한식_면류,갯마을바지락칼국수,033-375-3545,강원도영월군영월읍 단종로 57,바지락칼국수,8000,어탕국수,8000,_,0
경상남도,창원시 진해구,한식_면류,미가칼국수,055-543-5200,"경상남도창원시 진해구벚꽃로60번길 19-6, 832(화천동)",보리밥,4000,_,0,_,0
경상남도,창원시 진해구,한식_일반,속천국밥,055-546-1171,"경상남도창원시 진해구벚꽃로60번길 19-6, 831(화천동)",돼지국밥,6000,_,0,_,0
경상남도,창원시 진해구,한식_육류,대봉막창,_,"경상남도창원시 진해구벚꽃로60번길 25,1층 1025호(화천동, 중앙시장)",돼지막창,9000,양념막창,10000,생삼겹,10000
경상남도,창원시 성산구,한식_일반,다복한식뷔페,055-282-1212,경상남도창원시 성산구동산로 65번길 33(상남동),뷔페1인,6000,_,0,_,0
경상남도,창원시 성산구,한식_면류,메밀파티,055-284-0618,"경상남도창원시 성산구토월로 88, 지하(상남동)",막국수,7000,_,0,_,0
경상남도,창원시 의창구,중식,옛날짜장면,055-298-8815,경상남도창원시 의창구팔용로425번길 1(팔용동),짜장면,4500,짬뽕,6000,짜장밥,6500
인천광역시,서구,한식_일반,대박한식뷔페,0504-866-2116,인천광역시서구거북로 67-2,어른,7000,초등,6000,어린이,3000
인천광역시,서구,한식_육류,미소곱창,032-576-1368,인천광역시서구석곶로 11,야채곱창 중,18000,순대볶음 중,17000,주먹밥,3000
전라남도,해남군,한식_일반,좋은밥상,061-532-8300,전라남도해남군해남읍 명량로 2910,한식뷔페,8000,_,0,_,0
강원도,동해시,한식_일반,장모님닭계장,033-532-3279,"강원도동해시동해시 중앙로 234, 65호",닭계장,7000,닭곰탕,8000,닭볶음탕(중),35000
전라남도,영광군,한식_일반,서울팥죽,061-356-2342,전라남도영광군법성면 진굴비길 39,동지죽,8000,팥죽,7000,_,0
전라남도,영광군,한식_일반,깨비네식당,061-352-3252,전라남도영광군영광읍 물무로 71,김치찌개,8000,애호박찌개,8000,닭곰탕,8000
강원도,동해시,한식_해산물,회생각포차,033-532-9295,"강원도동해시충혼길 3, 1층",회 1인분,15000,멍게,20000,우럭매운탕,30000
강원도,속초시,한식_육류,수원갈비,033-633-2757,"강원도속초시엑스포로1길 28, 1층",특선돼지불고기백반,8000,_,0,_,0
강원도,속초시,한식_기타,속초계란품은만두,_,"강원도속초시중앙부두길 24, 1층 청년몰",계란만두,4900,_,0,_,0
강원도,속초시,양식,눈꽃,0507-1315-4297,"강원도속초시중앙부두길 24, 1층 청년몰",돈가스,8000,버섯크림파스타,8000,_,0
강원도,횡성군,중식,설가,033-345-6777,강원도횡성군강원도 횡성군 횡성읍 읍상로 49,짜장면,5000,_,0,_,0
강원도,원주시,한식_일반,불백,033-742-4175,강원도원주시무실본동길 32 301호(무실동),불백,7500,간장불백,7500,_,0
강원도,원주시,한식_육류,비원갈비,033-763-9164,강원도원주시원주시 흥업면 광터길 89,돼지갈비,10000,가정식백반,7000,_,0
강원도,원주시,한식_일반,진미본가,033-744-3321,강원도원주시중앙로 46-4,뚝배기비빔밥,6000,콩나물사골해장국,6000,_,0
부산광역시,사하구,한식_육류,한성생뒷고기,051-201-4668,"부산광역시사하구낙동대로451번안길 10, 1층(하단동)",뒷고기(160g),4000,돼지갈비(200g),8000,선지국밥,6000
부산광역시,사하구,한식_찌개류,진영소머리곰국,051-207-4959,부산광역시사하구하신번영로173번길 14(신평동),육개장,7000,소머리곰국(일반),8000,사골떡국,6000
부산광역시,사하구,중식,띵호짜장띵호,051-261-9531,부산광역시사하구장림번영로 32(장림동),짜장면,4000,짬뽕,5000,볶음밥,5000
부산광역시,사하구,한식_해산물,백년낙지천년문어,051-261-8881,부산광역시사하구을숙도대로748번길 10(구평동),낙지볶음,7000,낙새볶음,8000,낙곱새볶음,9000
부산광역시,동래구,한식_면류,만나웰빙맛집,051-781-3708,"부산광역시동래구충렬대로 2306, 103호(낙민동)",국수,4500,김밥,2900,_,0
부산광역시,동래구,한식_면류,진미 양푼이 촌국수,070-4388-8540,"부산광역시동래구사직북로47번길 30-2,1층(사직동)",국수,2000,비빔밥,3500,비빔국수,3000
부산광역시,동래구,일식,스시몬(몬스시),051-553-0303,"부산광역시동래구삼성대길 40, 1층(명륜동)",참치+연어(리필/1인),18000,_,0,_,0
부산광역시,동래구,한식_면류,소문난손칼국수,051-524-0419,부산광역시동래구명안로86번길 17(명장동),손칼국수,5000,수제비,5500,들깨칼국수,6500
서울특별시,용산구,기타양식,커피스모키,_,"서울특별시용산구서울특별시 용산구 한강대로30길 25, 지하1층 26호",아메리카노,2900,마들렌,2000,브라우니,2000
서울특별시,용산구,한식_일반,홍가진국,02-714-3339,서울특별시용산구서울특별시 용산구 원효로241-1,사골 만두국,9000,사골 떡국,9000,_,0
부산광역시,남구,한식_일반,기토식당,051-632-2999,부산광역시남구자유평화로59번길 59(문현2동),선짓국,7000,콩나물국,7000,덮밥,9000
부산광역시,남구,한식_일반,풍각고향육개장,051-632-9481,부산광역시남구진남로 102(대연6동),육개장,8000,비빔밥,8000,한우수육,12000
부산광역시,남구,일식,물레수산 횟집,051-631-3919,부산광역시남구지게골로 17-12(문현4동),회비빔밥,10000,회정식,13000,물회,13000
부산광역시,북구,한식_일반,하동돼지국밥,051-336-4025,부산광역시북구만덕대로 68,돼지국밥,7000,내장국밥,7000,순대국밥,7000
부산광역시,북구,한식_육류,거창숯불구이,051-333-7568,부산광역시북구만덕1로24번길 7-4(만덕동),한우등심(100g),11000,삼겹살(120g),5000,_,0
부산광역시,기장군,한식_면류,원조 기장 손칼국수,0507-1369-8757,부산광역시기장군기장읍 읍내로 104번길 16,손칼국수,5000,손수제비,6000,_,0
인천광역시,남동구,한식_일반,에바다떡볶이,032-423-7494,인천광역시남동구장도로 4-2,떡볶이,3000,김밥,2000,_,0
인천광역시,남동구,한식_면류,고향모밀촌,032-467-0995,인천광역시남동구복개동로 6,온모밀,5500,고기만두,3000,_,0
인천광역시,남동구,중식,서인반점,032-464-5365,인천광역시남동구하촌서로 13,짜장면,5500,볶음밥,7000,_,0
인천광역시,남동구,한식_일반,맛깔김밥,032-433-2355,인천광역시남동구백범로 312-64,김밥,3000,된장찌개,6000,_,0
인천광역시,계양구,한식_면류,행복손칼국수,032-555-0221,인천광역시계양구계산로 83,손칼국수,6000,항아리수제비,6000,콩나물비빔밥,6000
인천광역시,계양구,한식_일반,차종인설렁탕,032-543-6892,인천광역시계양구양지로 44,설렁탕,7500,도가니탕,15000,소갈비찜,16000
인천광역시,중구,한식_육류,신포대패,032-765-5237,인천광역시중구개항로23,신포대패(120g),7000,냉동삼겹(120g),7000,벌집껍데기(120g),7000
인천광역시,중구,중식,도래순,032-766-3907,"인천광역시중구신포로15번길 68-1, 1층",짜장면,5000,짬뽕,6000,오늘의 점심,5000
인천광역시,중구,한식_일반,토담골,032-773-5003,"인천광역시중구신포로23번길 42-1, 1층",조기구이(+된장찌개),9000,제육쌈밥(2인이상),10000,동태찌개(2인이상),9000
인천광역시,중구,한식_일반,청수식당,032-765-8586,인천광역시중구제물량로206번길 3,오삼불고기,8000,_,0,_,0
강원도,철원군,한식_일반,버드나무아래서,033-455-6618,강원도철원군동송읍 태봉로1825,갈비탕,9000,냉면,7000,_,0
경기도,광명시,한식_일반,장터추어탕,02-2625-1824,경기도광명시광명로 837 A동 105호 (광명5동),추어탕,9000,추어만두,6000,_,0
경기도,광명시,한식_일반,김밥짱,_,경기도광명시광명로 837 B동 1층 104호(광명5동),돈가스,6500,우동,4500,참치김밥,4000
경기도,광명시,한식_육류,오늘은 소갈비살,02-897-7588,"경기도광명시일직로 72 , 광명무역센터 A동 211호",소갈비살(600g),39000,삼겹살(600g),39000,_,0
경기도,광명시,한식_일반,마을회관,02-898-2351,경기도광명시충현로 4번길 10 동곡빌딩 C동 201호,생삼겹살,14000,김치찌개,8000,제육볶음,9000
경기도,광명시,한식_일반,민들레영토,_,"경기도광명시광명로 837, B동 1층",김치볶음밥,4500,돈까스,5000,제육볶음,5500
경기도,광명시,한식_일반,월매식당,_,"경기도광명시광명로 837, B동 109호",김치두루치기,8000,갈치조림(2인이상),12000,생삼겹살(200g),14000
경기도,광명시,중식,한돈짜장면,02-2625-1824,"경기도광명시광명로 837, B동 113호",자장면,4500,짬뽕,7000,간짜장,7000
부산광역시,해운대구,중식,명성짜장,051-783-8999,부산광역시해운대구재반로255번길 6-1(반여동),짬뽕,4500,탕수육(1인),8000,_,0
부산광역시,해운대구,일식,생~생모밀,051-523-5058,"부산광역시해운대구반여로 157-1, 1층(반여동)",비빔모밀,3000,막국수,3000,_,0
부산광역시,해운대구,한식_일반,우돈정,051-747-2555,"부산광역시해운대구중동1로 4, 2층(우동, 동춘빌딩)",청소년할인(초등학생),4000,_,0,_,0
부산광역시,해운대구,한식_일반,순돌이보리밥,051-746-2579,부산광역시해운대구해운대해변로 334(중동),찌짐,6000,_,0,_,0
강원도,속초시,한식_기타,도란도란,033-632-6855,강원도속초시중앙로 126-1,쫄면돈가스,10000,밥돈가스,8000,_,0
강원도,속초시,한식_면류,원조도문집칼국수,033-633-5150,강원도속초시수복로 199,칼국수,7000,냉칼국수,7000,보리비빔밥,7000
부산광역시,서구,한식_육류,특수고기,070-4036-0551,부산광역시서구대영로73번길 5,등심덧살(120g),12000,껍데기,6000,제주된장찌개,5000
부산광역시,서구,한식_육류,하동집,051-257-3081,부산광역시서구구덕로124번길 59-1,돼지고기(150g),9000,김치찌개,7000,_,0
부산광역시,서구,한식_육류,옛날집숯불고기,051-243-3930,부산광역시서구대영로73번길 11,돼지갈비(200g),9000,생삼겹살(130g),9000,생삼겹살(130g),12000
부산광역시,서구,한식_일반,수짱가,051-245-1407,"부산광역시서구구덕로334번길 10, 101호",물국수,4500,비빔국수,5500,_,0
경상남도,밀양시,한식_한정식,두레정 식당,055-353-3399,경상남도밀양시산외면 산외로 425,보리굴비,20000,떡갈비정식,17000,_,0
경상남도,밀양시,기타양식,아리랑 다방,.,경상남도밀양시산외면 산외로 2,커피,3000,녹차,3000,_,0
서울특별시,도봉구,한식_일반,행촌,02-902-5688,서울특별시도봉구우이천로34길 10 (쌍문동),청국장,8000,순두부찌개,7000,_,0
서울특별시,마포구,한식_일반,선자네,02-326-5151,"서울특별시마포구잔다리로 131, 1층(성산동)",콩나물국밥,6000,제육덮밥,7000,낙지덮밥,7000
서울특별시,성동구,한식_한정식,전주식당,02-2295-0517,서울특별시성동구무학봉15가길 1,백반,8000,자반구이,15000,간장게장,10000
서울특별시,동작구,기타양식,만두의정석,02-6349-6349,"서울특별시동작구국사봉1길 45, 1층 103호",고기만두(5개),6000,_,0,_,0
서울특별시,동작구,양식,신돈까스,02-823-8580,"서울특별시동작구여의대방로24길 107, 1층",돈까스,8000,_,0,_,0
서울특별시,동작구,한식_일반,풀향기 칼국수,02-817-8881,서울특별시동작구보라매로 73,비빔밥,7000,_,0,_,0
서울특별시,동작구,한식_면류,옛날칼국수,02-814-2151,서울특별시동작구상도로 296-2,칼국수,4000,_,0,_,0
서울특별시,동작구,한식_일반,내고향나주곰탕,02-3476-2999,서울특별시동작구사당로 183,나주곰탕,10000,_,0,_,0
충청북도,단양군,한식_일반,오뎅과튀김,043-421-5355,충청북도단양군매포읍 평동3로 6,우동,3000,라면,3000,튀김(3개),2000
충청북도,단양군,한식_일반,우리돼지마늘순대,043-423-9200,충청북도단양군단양읍 도전4길 17-1,순대국밥,8000,모둠순대,8000,돼지곱창전골(소),15000
충청북도,단양군,한식_일반,소담정 단양농가레스토랑,043-423-0111,충청북도단양군단양읍 수촌길 44,버섯두부전골,9000,두부찌개,8000,비지장,7000
충청북도,단양군,한식_일반,경남식당,0507-1320-3162,충청북도단양군단양읍 고수동굴길 4-2,모둠한정식,10000,마늘더덕정식,15000,마늘떡갈비정식,18000
충청북도,단양군,한식_육류,시골왕족,043-422-7080,충청북도단양군매포읍 평동24길 3-8,족발(소),25000,_,0,_,0
충청남도,보령시,한식_한정식,찬찬찬 황태촌,041-936-4266,충청남도보령시보령북로 68 (대천동),육개장,9000,황태구이,10000,_,0
충청북도,음성군,한식_일반,산촌보리밥,043-881-3103,충청북도음성군금왕읍 탑골2길 5,보리밥,7000,_,0,_,0
강원도,평창군,한식_일반,정애식당,033-333-7892,강원도평창군평창읍 평창중앙로 73,김치찌개,6000,6000,6000,동태찌개,8000
경상북도,영덕군,일식,청송 회 대게,054-733-5900,경상북도영덕군영덕대게로 556,모듬 회(소),70000,_,0,_,0
경상북도,영덕군,한식_일반,그집에오리,054-733-6220,경상북도영덕군영덕읍 도매길 12-22,그집에오리1kg,45000,_,0,_,0
경상북도,성주군,한식_일반,옛맛그대로고향식당,054-931-2783,경상북도성주군경상북도 성주군 용암면 운용로 1030,정식,7000,수제비,6000,_,0
경상북도,성주군,한식_일반,할매묵집,054-932-5173,경상북도성주군경상북도 성주군 금수면 성주로 1598,촌두부,6000,도토리묵밥,5000,_,0
경상북도,성주군,한식_일반,큰골,054-932-5530,경상북도성주군경상북도 성주군 용암면 운용로 1464,능이오리백숙,65000,능이닭백숙,60000,_,0
경기도,수원시 팔달구,한식_일반,푸드맘(인계점),031-211-3400,"경기도수원시 팔달구권광로 246, 1층",김밥,2500,라면,4000,돈가스,7000
부산광역시,금정구,한식_일반,알밥덮밥전문점My Place,_,부산광역시금정구금강로321번길 68(장전동),고기간장계란밥+찌개,6500,계란밥+부대찌개전골,6500,_,0
부산광역시,금정구,한식_일반,두근두근주먹밥,_,부산광역시금정구수림로85번길 61(장전동),냄비우동,5000,주먹밥,2000,_,0
서울특별시,강남구,한식_일반,황태사랑,02-2183-1005,서울특별시강남구테헤란로 322 지하2층,황태들깨미역국,7500,제육돌솥비빔밥,7500,제육정식,8000
서울특별시,강남구,한식_일반,삼탱이시래기밥,02-2183-3078,서울특별시강남구테헤란로 322 지하2층,시래기밥정식,8000,들깨시래기국밥,6000,들깨미역국밥,6000
경상남도,김해시,기타양식,커피쟁이,_,경상남도김해시김해시 장유로 171,아메리카노,1500,카페라떼,2500,_,0
경상남도,김해시,한식_한정식,더부엌,055-337-0927,경상남도김해시율하카페길 97-17,부엌잔치상,10000,_,0,_,0
경상남도,김해시,중식,장유백짜장,055-313-5989,경상남도김해시능동로 7번길 8-4,짜장면,4000,짬뽕,5500,_,0
경상남도,김해시,한식_일반,보배,055-328-4599,경상남도김해시전하로133번길 9,비빔밥,5000,한우국밥,6000,_,0
경상남도,김해시,중식,야래향,055-326-5292,경상남도김해시김해대로 2385번길 8-12,짜장면,3900,짬뽕,4900,_,0
경상남도,김해시,기타양식,하루만,055-321-0112,경상남도김해시김해시 내외로 95번길 19,팥빵,900,소보루,900,슈크림,1000
경상남도,김해시,한식_일반,김밥한상 찌개한상,055-311-1119,경상남도김해시삼계중앙로 54 금우빌딩 102호,김밥,2500,떡볶이,2000,_,0
충청남도,천안시 동남구,한식_일반,무쇠벽돌삼겹살,_,충청남도천안시 동남구통정12로13(신방동),삼겹살(150g),6000,_,0,_,0
광주광역시,남구,한식_육류,비원고기나라,062-366-7090,"광주광역시남구군분로33번길 7, 1층",비빔밥,8000,_,0,_,0
광주광역시,남구,중식,면사무소,062-652-0990,광주광역시남구진다리로40번길 2,자장면,6000,_,0,_,0
광주광역시,남구,양식,뽀빠이 임실치즈피자,062-366-3002,"광주광역시남구대남대로372번길 14, 1층",불고기 피자,13000,_,0,_,0
광주광역시,남구,한식_일반,은하,062-676-7492,"광주광역시남구봉선로51번길 34, 1층",백반,7000,삼겹살,13000,_,0
광주광역시,남구,한식_분식,엄마딸분식,062-671-8245,"광주광역시남구대남대로 65-1, 1층",김밥,2000,김치찌개,6000,_,0
경기도,구리시,한식_일반,간고등어와 콩비지,031-551-6465,"경기도구리시검배로29번길 53, 1층",콩비지,6000,_,0,_,0
경기도,구리시,한식_육류,원유황오리,031-556-6886,"경기도구리시검배로48번길 10, 1층",오리백숙(3-4인분),50000,_,0,_,0
경기도,구리시,기타양식,대미가반찬,031-569-3533,경기도구리시검배로48번길18 1층 나-1호(수택동),나물류 반찬,2000,_,0,_,0
경기도,구리시,기타양식,카페매일봄,031-563-2798,"경기도구리시검배로60번길 4, 1층",아메리카노,2500,_,0,_,0
경기도,구리시,한식_육류,왕곱창마을,031-554-4243,경기도구리시검배로72번길 11-11,야채곱창,10000,_,0,_,0
경기도,구리시,한식_육류,저팔개,031-552-4928,"경기도구리시검배로72번길 11-20, 1층",돼지갈비찜(2-3인분),28000,_,0,_,0
경기도,구리시,한식_육류,구리장군집,031-555-1555,"경기도구리시벌말로147번길 28, 1층",갈매기살(500g),27000,_,0,_,0
경기도,구리시,한식_일반,승희네 집밥,031-568-0845,경기도구리시아차산로 500-29,한식부페,5000,_,0,_,0
경기도,구리시,한식_육류,횡성집,031-566-0906,경기도구리시안골로63번길 28-15,삼겹살(150g기준),8500,_,0,_,0
경기도,구리시,기타양식,따세비어,031-555-0242,경기도구리시안골로8번길 67,아메리카노,2000,_,0,_,0
경기도,구리시,한식_일반,충남식당,031-563-6178,경기도구리시안골로97번길 49-1,추어탕,9000,_,0,_,0
경기도,구리시,일식,황금어장,031-562-6733,경기도구리시원수택로 32,회덮밥,6000,_,0,_,0
부산광역시,사상구,한식_일반,정다옥설렁탕,051-623-1233,"부산광역시사상구농산물시장로22, 103호(엄궁동)",설렁탕,9000,순두부찌개,8000,제육볶음정식,9000
